id,name,description,name_in_url,imglink,shortimg,role,fav_count
67,"Curtis, Izumi",,Izumi_Curtis,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/85257.jpg?s=6019847bc998cbe142ac7c88205f53df,,
10972,"Curtis, Sig",,Sig_Curtis,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/55433.jpg?s=3fe5fd11e459a45cc166500575fee1d6,,
52739,Damiano,,Damiano,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/303010.jpg?s=530f37ddaeef37dd86033222f1f98305,,
15538,Darius,,Darius,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/79965.jpg?s=e0db2443e01a6599f84e1c7087f55f8b,,
10964,Dolcetto,,Dolcetto,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/81606.jpg?s=c801a261224feda4e4f3ca386f37e162,,
27028,"Dr. Knox",,Dr_Knox,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/69691.jpg?s=be89f1bdee1412b2e2ac5b914bc042f2,,
10085,"Elric, Trisha",,Trisha_Elric,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/59741.jpg?s=069c8393cac43dc09584b69f0c621225,,
651,Envy,,Envy,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/79027.jpg?s=b56f88b30a667dbea5dc525ff90d4b63,,
5706,"Falman, Vato",,Vato_Falman,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/78857.jpg?s=d3e50a8db67df38b7b175e44ad5e3231,,
75268,Fokker,,Fokker,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/222877.jpg?s=9540ee93407cd95aad7c47eb16c0a8a8,,
23461,Fu,,Fu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/70274.jpg?s=285403e2af853f0cba21aea07f7fbadc,,
5705,"Fuery, Kain",,Kain_Fuery,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/70276.jpg?s=d4af57396cda31412513dcdfee671c03,,
35144,Garfiel,,Garfiel,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/95776.jpg?s=d4116c448415d5303cb70083dd3082bd,,
5411,Gluttony,,Gluttony,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/74580.jpg?s=82ccc019d951a02e563a0f25d7a3335a,,
2439,"Grand, Basque",,Basque_Grand,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/72500.jpg?s=3be0e53a24674e5a794f43de3ad97554,,
351,Greed,,Greed,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/284117.jpg?s=cf13459ac51ba9f8014ed5002b1a7339,,
15531,Grumman,,Grumman,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/81604.jpg?s=eddd089d6fb088f3bc913df8a1300a75,,
21072,Hakuro,,Hakuro,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/63994.jpg?s=cbb011bc34803bff5a2d7c1541fd9d81,,
105499,Harris,,Harris,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/243921.jpg?s=151a143da86b3f3361d0682802cb44de,,
4685,"Havoc, Jean",,Jean_Havoc,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/76640.jpg?s=f9c50fa242058a72d25e7825199cfbc1,,
70,"Hawkeye, Riza",,Riza_Hawkeye,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/186275.jpg?s=70557284867962b2e68dcee9c87d9ed6,,
75922,"Hawkeye, Berthold",,Berthold_Hawkeye,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/190088.jpg?s=6bcac73bcbc4a6a3667041ea660780ae,,
15536,Heinkel,,Heinkel,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/80244.jpg?s=c8ad11976a7129935b101f8c504e3b7e,,
9792,"Hohenheim, Van",,Van_Hohenheim,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/80676.jpg?s=326f633c002b2bc2d5b94bfab34ce777,,
15542,Homunculus,,Homunculus,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/80675.jpg?s=675807297f62160d2b346f04c2837b5b,,
10954,"Hughes, Gracia",,Gracia_Hughes,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/59485.jpg?s=ebe9ae745c69a7f29d41e624651a5d27,,
22474,"Hughes, Elicia",,Elicia_Hughes,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/53527.jpg?s=0b13949608060889c3eaedc7dc61e89b,,
69,"Hughes, Maes",,Maes_Hughes,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/73469.jpg?s=a59068fd7204ba22e7a8b0226bf484b5,,
15533,Jerso,,Jerso,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/303011.jpg?s=ac7164f2b70e53bd49c8aad68c41e9ee,,
92915,Karley,,Karley,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/303012.jpg?s=d9eef0bd9fc63ce15cebf0d49224da6b,,
6590,"Kimblee, Solf J.",,Solf_J_Kimblee,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/73900.jpg?s=748585a3efcc7c8b3075bf447859ba9c,,
135041,"Knox&#039;s Son",,Knox_039_s_Son,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/348682.jpg?s=a6e526eaae9b0349b5d28b0d0745713b,,
3292,"Lan Fan",,Lan_Fan,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/59557.jpg?s=4e8fc25979af4fa5a6ee8f47ea91d232,,
112213,"LeCoulte, Satella",,Satella_LeCoulte,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/303014.jpg?s=80617fb14abca7e90be89e7c33a21266,,
10976,"LeCoulte, Dominic",,Dominic_LeCoulte,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/303013.jpg?s=33c8a0103770a133832ab0788cb30987,,
650,Lust,,Lust,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/81112.jpg?s=881b0186124bc4886b16ff0752d26137,,
29798,"Madame Christmas",,Madame_Christmas,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/77665.jpg?s=610658f4ff97c258b183882d066946a3,,
35595,"Madame Shan",,Madame_Shan,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/120052.jpg?s=8a44505d52fba0b5b69fd2be4d834fe7,,
10956,"Marcoh, Tim",,Tim_Marcoh,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/63841.jpg?s=36d5d0c43bf0739809cc086175fbd61d,,
8840,Martel,,Martel,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/56216.jpg?s=c00a8157e0c11a8feef1435904eccfd7,,
10978,Mason,,Mason,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/63844.jpg?s=4b7dd19a6b1a1390055a777a8f229c33,,
23338,"May, Shao",,Shao_May,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/58046.jpg?s=886bd47f9d7313802f8744a4eb632aa7,,
21005,"McDougal, Isaac",,Isaac_McDougal,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/80247.jpg?s=6e07029945829f11783223f14153d525,,
15540,Miles,,Miles,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/72473.jpg?s=f59182cafa03b7bd726dced0804bd4a6,,
68,"Mustang, Roy",,Roy_Mustang,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/72983.jpg?s=50bf611c1d21a1ed8fd22ad6a60f18d2,,
31562,Narrator,,Narrator,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
41216,Neil,,Neil,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/112283.jpg?s=624bf82440907d6b7e123d3e18bb33b3,,
10974,Paninya,,Paninya,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/55106.jpg?s=b8981235a527a9c71b7af171fbac52bf,,
39241,Raven,,Raven,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/120053.jpg?s=0ff244ed593394f7b17ec5fded4ba674,,
10958,Rick,,Rick,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/63846.jpg?s=bc4dcd63d3a8fae5fb9e05d238510b23,,
10966,Roa,,Roa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/56214.jpg?s=88beef29eabec8ca72011d2fd0ab6b0b,,
24923,"Rockbell, Den",,Den_Rockbell,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/76638.jpg?s=5437fb82bc70d5e4c6d338cf7a0099ca,,
65,"Rockbell, Pinako",,Pinako_Rockbell,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/81200.jpg?s=e29a06c6b7e0ffa0a470372e0e5fa7b6,,
63,"Rockbell, Winry",,Winry_Rockbell,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/84336.jpg?s=6fe041f6574c4bf4ad15491660f2be69,,
9319,"Ross, Maria",,Maria_Ross,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/84105.jpg?s=17b85f427c0e41e725d8f9af61f2c774,,
66,Scar,,Scar,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/31591.jpg?s=86cd310755bc0151b908bfe91c2be93a,,
25547,"Scar's Brother",,Scars_Brother,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/65642.jpg?s=bfb99888d0ac6376e1e558d0500d5c7f,,
10970,"Scar's Master",,Scars_Master,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/81201.jpg?s=619b7baa8db35dd44a2f44b4bfd34dcd,,
8452,Sheska,,Sheska,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/54925.jpg?s=508ce9d2f2832f614d83352e1fd556cf,,
10962,"Slicer Brothers",,Slicer_Brothers,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/54388.jpg?s=1e3b7844ff8fdd76c99b709d37090949,,
15543,Sloth,,Sloth,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/72474.jpg?s=6dfa7eb1c36f4469f89ee8b16f80e5fe,,
5988,"Tomas, Rosé",,"Rosé_Tomas",,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/78727.jpg?s=2ecc801520b4bcb6f46e71f49a4f9d7b,,
33816,Truth,,Truth,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/93929.jpg?s=571ae05f4c6e72427b5a5b47360fc699,,
3696,"Tucker, Shou",,Shou_Tucker,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/52232.jpg?s=e23634a8805f1e514f14a6c1db98c4fb,,
4159,"Tucker, Nina",,Nina_Tucker,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/35396.jpg?s=3428df50079a93ae7a898815cd7dd6b7,,
3293,"Yao, Ling",,Ling_Yao,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/62602.jpg?s=d30099f48c9c440bc4506728bef9bd7c,,
21907,Yoki,,Yoki,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/58047.jpg?s=2e27931822f3689396321f0781a5200f,,
15534,Zampano,,Zampano,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/75701.jpg?s=2646437ba2d0b3bc40316e9d0e27e95d,,
137467,"Miyamizu, Mitsuha",,Mitsuha_Miyamizu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/306631.jpg?s=2c53b79736a708382e64e1727bcf2d24,,
136805,"Tachibana, Taki",,Taki_Tachibana,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/306632.jpg?s=0e6c52e55053dbf60ca55a7bdeeb1d6d,,
141482,"Fujii, Tsukasa",,Tsukasa_Fujii,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/306634.jpg?s=9cf559d70d03b1cbd5b0899602678dc4,,
147509,"Miyamizu, Toshiki",,Toshiki_Miyamizu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/346435.jpg?s=7cd685675e3e3287c3824eac3a77da7b,,
141484,"Miyamizu, Yotsuha",,Yotsuha_Miyamizu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/306640.jpg?s=3ff8034d472ca4327b6f87532f6814ff,,
144648,"Miyamizu, Futaba",,Futaba_Miyamizu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/341157.jpg?s=6398df015b00bec3399ebf83e9bda992,,
141479,"Miyamizu, Hitoha",,Hitoha_Miyamizu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/306638.jpg?s=725f1426a9199d9a3b8b93ef58172790,,
141481,"Natori, Sayaka",,Sayaka_Natori,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/306635.jpg?s=020526c44cf234cf033b000660393f6d,,
141478,"Okudera, Miki",,Miki_Okudera,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/306639.jpg?s=dd67370b5e4066b0929df99528a16f53,,
148237,"Tachibana, Father",,Father_Tachibana,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/346443.jpg?s=845de7dc012bd6755a62060dabbe371c,,
141483,"Takagi, Shinta",,Shinta_Takagi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/306633.jpg?s=d497e098b10b6265d1f2a444392fcc17,,
153471,"Teshigawara, Mother",,Mother_Teshigawara,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/346437.jpg?s=4c5cdb24f848bd6dea1daafdd5c50fd7,,
153470,"Teshigawara, Father",,Father_Teshigawara,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/346439.jpg?s=b8cd51ae9b43a23a184f1a9d10f2e9ac,,
141480,"Teshigawara, Katsuhiko",,Katsuhiko_Teshigawara,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/306637.jpg?s=6ba5a04bcf1e9b8dbb8152194b678b72,,
79465,"Yukino, Yukari",,Yukari_Yukino,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/209419.jpg?s=b82c481bb046aab83bee0047d9e26310,,
35255,"Amane, Suzuha",,Suzuha_Amane,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/148223.jpg?s=c4e60befc00b403161ba38f1aa165671,,
35258,"Hashida, Itaru",,Itaru_Hashida,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/113767.jpg?s=e4f21320a90f6f4628d2e8e3035f79bb,,
83419,"Hiyajou, Maho",,Maho_Hiyajou,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/353318.jpg?s=d25e930158b08f34da4ddd605b7af793,,
34470,"Makise, Kurisu",,Kurisu_Makise,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/114399.jpg?s=0616773f6fdad945d9c394ae1f252a53,,
35252,"Okabe, Rintarou",,Rintarou_Okabe,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/122643.jpg?s=c12104a10698d96b53d1babf85a6d0f4,,
35253,"Shiina, Mayuri",,Mayuri_Shiina,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/131329.jpg?s=28e46fb6ed659c6fd3c0ecfabd010c66,,
35256,"Akiha, Rumiho",,Rumiho_Akiha,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/142621.jpg?s=4553b117f501aa11686c90f0d7957489,,
57403,"Amane, Yuki",,Yuki_Amane,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/156539.jpg?s=629d8e9c780605e7d9c1d99f91249095,,
35257,"Kiryuu, Moeka",,Moeka_Kiryuu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/275310.jpg?s=0b751741d8cff2551cdbe867806cdb3e,,
158954,"Kurushima, Kaede",,Kaede_Kurushima,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/353316.jpg?s=86c984d84c5c431cc0ab9601abfd4c89,,
158953,"Nakase, Katsumi",,Katsumi_Nakase,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/353320.jpg?s=cdff26c1a7c4097e6261b5435e3fd7ad,,
157314,"Shiina, Kagari",,Kagari_Shiina,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/353317.jpg?s=438dd557d4547dabc243b225ce8afc62,,
38559,"Tennouji, Nae",,Nae_Tennouji,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/353319.jpg?s=308cd83cb3ec849a4e78300885e11f67,,
38558,"Tennouji, Yuugo",,Yuugo_Tennouji,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/125685.jpg?s=7dad1922e68f57177bdb198104c2ef97,,
30919,"Urushibara, Ruka",,Ruka_Urushibara,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/133805.jpg?s=998703b73bd964d9414992a308960d42,,
674,Kagura,,Kagura,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/303227.jpg?s=cd757b5edd2d5cb71f3e9a6fdd29e654,,
672,"Sakata, Gintoki",,Gintoki_Sakata,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/241479.jpg?s=abc080da24598434c0382d82204899b2,,
673,"Shimura, Shinpachi",,Shinpachi_Shimura,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/114081.jpg?s=c8aec007256dc907f62f58759e23e59b,,
26731,Abuto,,Abuto,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/111640.jpg?s=2d364dbaf4066ced3be2673e25dff784,,
32277,"Agonoske, Azumi",,Azumi_Agonoske,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/115638.jpg?s=36230bda84c3975c042bfc84aaf9e522,,
7930,Catherine,,Catherine,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/120277.jpg?s=168b3c80c33009b624b2bcc20dc3d74e,,
130183,Daishikyou,,Daishikyou,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/285068.jpg?s=2f1c77729adc88b1965870a43116d15f,,
153411,Doctor,,Doctor,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/336081.jpg?s=beb90782a923fda5bb89071ee97e85de,,
153315,Dozaemon,,Dozaemon,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/335893.jpg?s=dcd79b06d9c564527d15f2a4042b13ce,,
2946,Elizabeth,,Elizabeth,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/43474.jpg?s=a801b0f07f12db9f995967bbf3a947eb,,
137102,"Fujibayashi, Gaimon",,Gaimon_Fujibayashi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/297692.jpg?s=1951a73b4dc02a9f52efe421c3ab2cd8,,
135112,Ghost,,Ghost,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
127337,Gossan,,Gossan,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/280163.jpg?s=0d1a143caa5edf0a894bb504166ed6ad,,
159032,Granny,,Granny,,https://myanimelist.cdn-dena.com/r/23x32/images/questionmark_23.gif?s=f0d17be5a46f7de113f7dbbb23ae5e1a,,
32839,Haji,,Haji,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/128713.jpg?s=a812c361620c03396568f20af986cd48,,
32209,"Harada, Unosuke",,Unosuke_Harada,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/86044.jpg?s=5b09f51966418fa7b254557fc0c49d9d,,
32956,"Hasegawa, Hatsu",,Hatsu_Hasegawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/115821.jpg?s=061041520a0b56b4e8e2e2d1356cace1,,
3760,"Hasegawa, Taizou",,Taizou_Hasegawa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/115541.jpg?s=e06e9a502fa44cc0b04fa8855b370d4e,,
2950,"Hattori, Zenzou",,Zenzou_Hattori,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/13/120274.jpg?s=cd96c93a98e3a1999a12ac1e4f00f618,,
41779,"Hattori, Father",,Father_Hattori,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/113705.jpg?s=435b7fbabd60e4c73a59028d60cb4263,,
2650,"Hijikata, Toushirou",,Toushirou_Hijikata,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/7/73155.jpg?s=29ce5d88171dbf48d38a80ef8719db61,,
32238,Hinowa,,Hinowa,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/288516.jpg?s=7f92a089896b06e759016d0623323988,,
7927,"Hiraga, Gengai",,Gengai_Hiraga,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/120276.jpg?s=b46f941a4b661328817da623a8ec4457,,
104395,"Hitotsubashi, Nobunobu",,Nobunobu_Hitotsubashi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/287497.jpg?s=ea5f21bc7a4380396949f880451aa6f0,,
103945,"Ikeda, Asaemon",,Asaemon_Ikeda,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/286302.jpg?s=444de071c94f3fb6b3b382c157949e79,,
131013,"Ikeda, Yaemon",,Yaemon_Ikeda,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/286904.jpg?s=f61c58b6772f7bb242f0844900908ab9,,
55577,"Imai, Nobume",,Nobume_Imai,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/15/321324.jpg?s=1238876c615af6e4e58fde44651e0ae0,,
131566,Izumi,,Izumi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/2/287430.jpg?s=9410199107bc71f7cf0572e31becbd1e,,
12946,Kamui,,Kamui,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/72693.jpg?s=f5e14d26dd3a46ba3e1efb429fc9d5b0,,
1533,"Katsura, Kotarou",,Kotarou_Katsura,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/11/30271.jpg?s=d36ae278c89c6a343c4f2d205420371d,,
2947,"Kawakami, Bansai",,Bansai_Kawakami,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/10/102030.jpg?s=c8bc251ea23da022413457cba51af2bc,,
2949,"Kijima, Matako",,Matako_Kijima,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/3/111582.jpg?s=2d7ebfd8003cbeb47ce82e55c436b872,,
2943,"Kondou, Isao",,Isao_Kondou,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/12/303226.jpg?s=e676c2de92af19fe289d083d14d6749b,,
17063,"Kozenigata, Heiji",,Heiji_Kozenigata,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/9/120273.jpg?s=96f4ce7cbc12502f429344a966e5c954,,
32739,"Kurogoma, Katsuo",,Katsuo_Kurogoma,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/126839.jpg?s=4a1fe835f5761b0214ab459b5dfc5048,,
128488,"Kurokono, Tasuke",,Tasuke_Kurokono,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/282667.jpg?s=22c0eb285f3df288ed786827ab790d9d,,
5972,"Matsudaira, Katakuriko",,Katakuriko_Matsudaira,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/14/31008.jpg?s=b6259946b45808a86092b428ecba5b6f,,
114749,"Momochi, Rappa",,Rappa_Momochi,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/5/298741.jpg?s=0fab02e0f5c06a15297219d4cfd0607a,,
18016,"Murata, Tetsuko",,Tetsuko_Murata,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/120270.jpg?s=9cfedd717a84e1f428427c8a0a191c69,,
12161,Mutsu,,Mutsu,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/322310.jpg?s=ceca60efe23839206d57d93280490c14,,
72323,Oboro,,Oboro,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/16/184279.jpg?s=9a4f3b103befa0dd1d91fc7311180e21,,
2282,"Okita, Sougo",,Sougo_Okita,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/6/112926.jpg?s=031420981230ff21edb6309ee9bbc2ec,,
5970,Otose,,Otose,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/8/148723.jpg?s=bd54cfa053b4a7cd46eaafb848e7a702,,
77845,"Rotten, Maizou",,Maizou_Rotten,,https://myanimelist.cdn-dena.com/r/23x32/images/characters/4/194703.jpg?s=9b6f3b2f8c7d287328d51bfa8fd44eb6,,
